21.89,50.22
55.55,57.79
60.47,62.64
62.54,61.96
63.66,67.56
64.43,68.99
65.37,65.90
65.83,70.61
66.10,68.07
65.81,71.90
66.63,73.80
67.67,73.40
67.36,70.75
67.76,71.19
67.18,72.92
68.63,73.50
69.44,68.17
68.92,75.47
68.44,70.95
69.41,71.87
69.74,73.70
70.05,74.21
69.74,66.81
68.63,75.94
69.64,71.39
70.14,72.75
70.92,70.95
69.34,76.76
71.10,74.79
69.87,73.97
70.28,76.18
70.99,74.86
71.29,71.73
71.86,74.92
71.55,73.97
71.80,68.85
72.03,75.74
72.35,76.52
72.25,79.33
72.05,78.49
72.54,74.14
73.00,74.52
72.40,77.33
73.18,76.52
73.39,75.70
73.86,79.00
73.72,77.20
73.00,80.22
74.46,76.59
75.50,78.01
