16.34,34.61
37.42,50.76
49.29,54.39
52.97,56.33
52.94,56.87
54.53,64.00
54.83,55.34
56.16,61.18
55.50,62.06
55.59,68.58
54.98,61.32
55.73,54.43
56.54,61.55
56.90,59.69
56.80,57.01
57.02,61.42
56.84,58.53
57.22,58.87
56.62,59.69
57.26,60.91
57.40,56.77
57.68,60.91
56.79,55.85
57.75,61.15
57.56,60.06
57.52,60.71
57.02,61.05
57.51,58.70
57.55,64.71
57.96,67.15
57.97,63.93
58.72,61.59
58.20,57.24
57.58,56.23
57.18,62.00
58.61,60.06
58.49,59.14
58.37,57.04
57.70,61.38
58.46,62.00
57.81,57.65
57.21,62.67
58.04,57.01
58.39,58.33
58.19,60.67
58.38,60.67
58.19,57.24
58.56,58.40
58.19,58.67
59.10,65.35
