14.05,16.83
21.07,16.83
29.54,26.67
32.43,36.27
36.60,53.27
39.39,51.82
40.41,57.04
42.12,49.58
41.66,52.77
43.08,53.14
43.04,50.83
43.76,52.39
43.70,49.85
43.08,57.38
44.86,56.06
44.02,53.99
43.27,55.99
43.77,52.19
44.74,56.74
43.88,55.41
44.06,59.69
44.22,55.34
43.51,51.92
44.55,58.53
43.88,55.65
45.32,56.67
42.80,51.34
43.91,54.33
45.01,53.55
43.89,54.50
45.18,53.24
44.95,55.17
45.28,58.40
45.18,59.14
45.23,52.09
45.36,57.92
45.04,55.82
44.22,52.70
44.52,55.11
45.02,57.65
44.68,61.18
45.04,56.33
45.57,60.43
45.42,57.82
46.12,57.92
45.59,59.96
45.28,57.18
45.69,54.36
44.45,56.12
46.12,55.85
