13.93,16.83
20.05,16.83
28.75,17.61
30.81,33.93
34.66,51.27
37.57,51.27
39.72,51.88
40.94,49.54
40.71,56.36
42.12,49.92
41.69,50.56
42.46,50.42
42.83,48.86
42.45,56.63
43.70,55.82
43.48,54.26
42.33,56.53
43.43,52.36
43.70,55.65
43.27,52.63
43.50,57.07
43.06,56.16
42.74,51.48
43.65,56.67
42.67,54.56
44.38,55.65
42.04,52.87
43.23,53.31
43.65,53.99
43.05,52.73
44.34,53.24
44.52,55.24
44.45,56.80
44.49,56.40
44.70,52.29
44.41,53.92
43.87,54.80
43.66,52.43
43.63,59.72
43.72,56.50
44.22,58.77
43.85,55.99
45.20,59.59
45.06,56.26
45.01,57.79
45.21,58.64
44.44,55.34
44.61,52.46
44.03,55.51
45.05,52.26
