18.44,44.69
48.95,58.33
56.37,62.23
58.42,61.79
58.87,65.80
59.48,66.24
60.08,60.06
60.70,60.67
59.66,66.81
59.82,69.02
60.58,62.03
60.42,56.70
60.70,63.62
61.03,62.40
60.76,57.62
60.92,65.63
61.34,60.77
61.13,67.63
61.68,59.31
61.85,66.20
62.00,59.01
62.11,64.88
61.60,58.36
61.92,65.63
61.94,62.98
62.06,69.70
62.01,62.71
60.64,60.91
62.32,69.97
61.85,68.82
62.32,69.16
62.21,65.93
62.68,55.28
63.04,59.82
62.92,62.64
62.70,55.21
62.70,61.52
62.77,56.77
62.62,66.98
62.62,67.25
62.62,60.60
62.65,61.66
63.37,66.17
63.08,64.13
63.29,55.62
63.71,62.78
63.08,59.65
62.81,67.56
63.04,57.52
64.23,71.60
