15.81,29.45
31.76,37.56
44.84,52.83
48.22,47.78
50.31,57.28
50.87,58.06
51.32,59.65
52.19,58.16
53.02,60.91
52.42,63.79
51.86,61.01
52.48,55.89
53.32,60.06
53.28,58.91
53.78,57.82
54.20,61.35
53.66,59.11
53.74,61.62
53.69,61.86
54.65,61.21
54.45,59.55
55.22,65.25
53.84,59.31
54.49,61.25
54.86,60.94
55.01,60.54
54.52,60.77
54.95,58.60
55.40,63.49
54.94,66.14
55.56,66.68
55.67,62.20
55.29,58.09
54.62,57.82
54.75,62.44
55.01,61.32
55.54,60.74
55.79,57.96
54.88,62.67
55.26,63.12
54.41,59.65
54.67,63.73
55.44,59.08
55.66,60.77
55.54,60.74
55.64,61.08
54.98,59.01
56.00,58.06
55.22,58.67
55.94,65.59
