17.64,41.74
45.17,58.26
53.75,56.57
57.02,60.16
57.33,63.08
57.66,66.17
58.76,58.16
59.30,59.11
58.05,63.59
58.28,68.65
58.85,61.49
58.75,56.74
58.87,63.45
59.18,61.25
59.77,56.67
59.44,61.45
59.85,58.70
59.77,60.60
59.79,57.82
60.11,62.64
60.70,56.77
60.53,61.55
60.35,56.33
60.57,62.57
59.90,62.40
59.44,62.54
60.27,62.20
59.67,60.64
60.43,68.27
60.08,68.20
60.85,65.05
60.87,65.25
60.21,56.02
60.81,55.92
60.69,63.15
60.28,57.45
60.94,58.84
61.37,56.29
60.84,63.15
61.07,62.30
60.72,58.57
60.38,64.07
61.32,59.28
61.25,59.86
60.94,57.31
60.83,61.42
61.37,57.18
60.69,61.08
60.85,54.94
62.15,71.90
