13.66,16.83
18.23,16.83
25.27,16.83
28.26,25.35
30.44,41.43
33.34,46.96
36.51,55.14
37.66,50.80
38.56,56.97
40.30,47.95
40.33,56.60
40.42,50.90
41.32,48.29
40.36,54.84
41.47,52.12
41.29,55.82
40.71,51.34
41.13,56.91
41.50,53.95
42.03,56.70
41.21,55.79
41.15,54.56
41.20,50.90
41.92,56.26
41.27,54.16
42.49,53.31
40.21,54.56
41.89,54.63
42.27,55.85
42.08,52.22
43.05,53.89
42.90,54.56
43.46,55.45
43.21,55.99
43.25,52.46
42.33,55.38
42.42,52.87
42.52,52.26
42.27,57.31
42.42,55.11
42.52,56.29
42.14,56.23
42.89,58.09
43.42,55.21
43.17,56.19
43.44,57.75
42.87,53.65
42.70,50.93
42.36,52.36
43.87,55.11
