15.41,23.75
28.66,22.50
39.77,51.17
45.01,45.78
47.36,54.63
47.44,53.24
47.43,57.69
49.17,56.16
48.99,61.21
48.63,61.72
48.59,52.66
49.90,58.06
50.37,56.53
49.78,57.41
50.91,59.55
50.80,58.60
50.14,61.89
50.90,65.42
50.16,61.69
52.22,62.06
51.13,58.98
52.41,65.49
49.92,61.18
51.56,63.35
51.32,62.00
52.54,60.26
51.71,60.54
51.90,58.94
52.39,64.44
51.50,65.32
52.75,62.67
52.69,62.40
52.56,58.26
51.82,58.74
52.03,62.33
52.11,61.62
52.73,63.28
52.50,57.75
52.16,61.72
51.96,63.96
51.39,62.91
51.58,62.50
52.37,58.57
52.79,61.69
52.61,61.15
52.82,62.54
52.20,60.84
52.60,58.67
52.05,57.89
52.90,61.25
