15.67,26.84
29.96,30.37
42.40,54.77
46.53,47.00
49.17,56.57
48.90,54.53
49.46,59.31
50.39,56.57
51.12,59.86
50.63,65.97
50.39,61.89
51.62,58.23
52.00,56.77
51.55,57.45
52.57,59.62
52.45,60.88
51.80,59.79
52.56,62.95
51.78,62.78
53.55,60.30
52.67,58.33
53.63,65.25
52.08,61.59
52.98,61.79
52.91,61.08
53.26,60.26
53.02,60.91
53.36,58.87
53.79,63.15
53.44,65.25
54.37,65.73
54.34,62.71
53.90,58.43
53.25,60.64
53.40,62.64
53.35,61.45
53.93,61.15
54.08,57.82
53.17,62.37
53.73,62.91
53.02,61.96
52.98,63.22
54.23,58.57
54.38,60.77
54.04,60.98
54.47,61.32
53.41,59.89
54.24,58.50
53.92,58.09
54.49,63.90
