13.75,16.83
19.30,16.83
27.69,16.83
29.57,31.52
32.47,44.79
35.75,49.54
38.10,52.39
39.15,49.95
39.72,53.95
40.94,47.64
41.38,54.60
41.42,52.09
41.70,48.49
41.92,54.77
42.61,54.09
42.44,55.79
41.40,53.85
42.37,57.18
42.45,54.97
42.63,56.02
42.64,56.33
41.99,55.17
41.83,51.95
43.01,56.50
42.17,56.23
43.32,54.84
40.86,56.09
42.67,55.51
43.19,55.04
42.55,53.34
43.55,54.02
43.34,54.84
44.23,54.87
43.25,57.18
44.16,51.85
43.55,53.78
42.67,53.89
43.25,52.26
43.09,59.21
43.06,55.48
43.34,56.43
43.19,56.02
44.15,57.75
43.88,55.62
44.14,56.74
43.95,58.30
43.97,54.05
43.74,52.15
43.14,52.90
44.79,55.01
