14.30,16.83
24.02,14.25
31.65,34.48
36.71,40.62
40.53,55.34
42.49,49.92
42.44,54.33
43.85,54.97
43.87,52.83
44.25,54.70
44.11,48.93
45.40,55.31
44.72,50.90
44.31,57.52
46.18,56.50
45.74,56.26
44.78,58.16
45.01,52.02
45.63,57.41
46.23,59.48
45.61,58.43
45.89,58.64
45.06,55.38
46.22,62.33
46.31,58.43
46.99,58.60
44.79,53.04
45.58,54.46
46.87,55.62
46.04,56.40
46.67,55.82
46.48,57.69
46.15,58.84
46.93,60.77
46.35,53.68
46.91,62.20
46.79,58.43
45.93,56.06
46.53,56.60
46.48,60.03
46.38,59.86
46.64,60.77
46.82,59.82
46.94,59.31
47.09,58.19
47.62,60.33
46.87,59.21
46.59,56.02
46.04,58.03
47.57,59.52
