15.91,31.46
34.11,46.69
46.86,61.21
50.39,49.44
51.84,57.69
52.82,60.16
52.99,57.11
54.07,59.01
54.08,62.61
54.03,64.85
53.22,61.59
54.34,54.60
55.28,61.25
54.92,59.28
55.56,56.63
55.85,61.72
55.10,58.60
55.29,59.38
55.50,60.64
56.19,60.74
55.86,58.98
56.19,62.81
55.18,57.21
56.01,61.21
56.27,60.03
55.90,60.94
55.93,59.25
56.23,58.30
56.49,63.35
56.23,66.41
56.99,65.49
57.60,61.62
56.27,58.19
56.45,56.19
55.96,62.13
56.72,61.52
57.33,60.06
57.21,57.65
56.23,62.67
57.00,63.59
55.74,59.08
56.16,62.95
56.83,58.40
56.84,59.99
57.11,60.81
57.18,60.57
56.66,58.87
57.52,58.36
56.60,59.62
57.48,66.17
