16.74,38.14
40.90,53.68
51.43,53.82
55.17,59.28
55.51,56.50
56.52,64.40
56.86,57.04
57.47,59.79
56.83,63.62
56.73,68.92
56.94,61.11
57.13,54.67
57.88,62.50
57.89,60.71
58.11,57.24
57.96,61.05
58.28,58.09
58.60,58.70
57.77,58.40
58.69,61.93
58.84,57.65
58.91,60.50
58.51,55.24
58.96,61.72
58.57,61.52
57.98,59.79
59.03,62.20
58.51,59.04
58.71,66.64
59.30,67.76
59.79,63.76
59.92,62.67
59.15,56.53
58.84,55.96
58.57,63.45
59.82,57.52
59.83,58.84
59.71,56.53
59.53,61.11
59.56,62.13
59.15,58.64
58.75,63.22
59.71,55.89
60.08,57.48
59.60,59.82
59.49,60.26
59.45,57.01
59.97,59.93
59.11,56.57
60.24,66.88
