29.53,51.75
57.81,60.57
64.45,67.22
66.08,68.82
68.50,69.66
69.52,73.63
69.97,73.43
70.59,72.68
71.01,73.53
72.09,70.21
72.09,77.06
73.23,78.38
72.99,74.79
74.71,72.58
75.04,77.13
75.05,77.27
77.00,76.04
76.14,80.12
76.51,79.37
78.62,77.81
79.19,81.20
79.67,82.22
80.97,80.86
80.30,82.63
79.62,81.71
81.26,79.64
81.18,80.62
82.36,84.90
83.26,84.63
82.74,82.02
83.43,81.40
83.56,84.12
84.40,85.71
85.21,86.02
85.31,84.49
86.82,83.44
85.32,86.73
86.98,87.14
86.07,87.89
86.58,87.41
86.56,88.06
86.56,88.46
87.17,85.99
87.11,87.44
87.58,88.26
87.70,88.84
88.33,87.61
88.75,88.19
88.08,88.26
89.24,88.53
