31.91,50.90
59.70,63.35
67.17,67.97
70.28,69.87
72.81,69.90
74.93,74.08
76.69,74.79
77.19,72.38
77.56,77.20
80.74,76.18
81.23,76.82
83.03,75.84
82.83,80.35
85.49,71.77
86.37,82.19
88.13,84.59
89.02,83.14
89.06,83.10
90.30,85.54
90.19,84.97
91.16,86.09
92.18,84.59
91.95,85.75
91.85,86.46
92.36,86.36
92.49,85.68
92.32,83.10
91.87,86.26
93.38,88.29
92.74,89.68
93.77,88.06
93.76,85.85
93.01,86.02
93.57,87.38
93.78,86.80
94.07,86.46
94.26,87.78
94.46,87.89
94.57,89.31
94.46,88.02
94.08,88.63
93.27,87.17
94.06,88.70
94.27,88.67
94.84,86.77
94.42,89.01
94.98,88.77
95.01,87.44
94.89,89.38
95.21,88.33
